"Geneid","withDOX_1_S4","withDOX_2_S5","withDOX_3_S6","woDOX_1_S1","woDOX_3_S3","woDOX_2_S2"
"Ppwd1",602,606,635,416,611,618
"Cenpk",299,320,328,154,273,322
"Adamts6",165,161,172,77,104,130
"Cwc27",420,371,439,305,479,508
"2610204G07Rik",6,10,4,6,7,7
"Srek1ip1",603,556,576,400,677,744
"Fam159b",0,3,0,0,0,0
"Gm4938",0,0,0,0,0,0
"Rgs7bp",0,1,1,0,0,0
"4933425L06Rik",0,0,0,0,0,1
"Rnf180",0,0,0,0,0,0
"Gm25631",0,0,0,0,0,0
"Htr1a",0,0,0,0,0,0
"Olfr717-ps1",0,0,0,0,0,0
"Dph3b-ps",0,0,0,0,0,0
"Gm24527",0,0,0,0,0,0
"Gm28989",118,139,136,73,187,124
"Ipo11",1821,1817,2035,1200,2124,2039
"Gm28988",30,17,25,8,24,39
"Dimt1",359,344,433,278,469,469
"Kif2a",2140,1931,2397,1400,2268,2304
"Gm24431",3,3,8,5,3,9
"3830408C21Rik",14,12,8,9,10,10
"Apoo-ps",1,0,0,0,1,1
"1700006H21Rik",0,0,0,2,0,0
"Zswim6",334,343,417,296,500,454
"Gm22118",0,2,0,1,0,2
"Smim15",1031,1087,1147,758,1198,1238
"Ndufaf2",279,265,311,218,383,337
"Ercc8",206,194,220,138,253,250
"Elovl7",22,19,10,23,25,42
"Gm2822",1,2,0,0,0,0
"Depdc1b",270,295,310,199,298,296
"Pde4d",1273,1290,1189,728,1136,1166
"Gm27572",0,0,0,0,0,0
"Gm28016",0,0,0,0,0,0
"Rps3a3",5,8,11,6,8,12
"Mir582",1,0,0,1,0,0
"Mir1904",6,1,4,1,1,2
"Rab3c",300,280,324,301,497,614
"Gm5455",1,0,0,0,0,0
"Gapt",0,0,0,0,0,0
"Plk2",1663,1727,1810,2045,3190,3457
"RP23-110M15.1",0,0,0,0,0,0
"Actbl2",0,0,0,0,0,0
"Gm15285",1,0,1,0,1,2
"Gm15289",0,0,0,0,0,0
"Gm6270",0,0,0,0,1,0
"Gpbp1",2747,2668,2819,1686,2864,3062
"Gm15290",0,0,0,0,0,0
"Gm15288",0,0,0,0,0,0
"Gm15286",0,0,0,0,0,0
"Gm10198",0,0,0,0,0,0
"Gm10736",7,7,1,1,3,7
"Mier3",1061,1111,1107,645,1115,1152
"Gm15488",2,0,3,1,2,1
"Gm15287",0,0,0,0,0,0
"Map3k1",238,196,211,159,256,278
"Gm15327",0,0,0,0,0,0
"Gm15325",0,0,0,0,0,0
"Gm15324",0,0,0,0,0,0
"Gm15326",0,0,0,0,0,0
"Gm9025",2,1,2,0,0,0
"Gm15322",0,0,0,0,0,0
"Gm15323",0,0,0,0,0,0
"Gm37427",0,0,0,0,0,0
"Ankrd55",55,51,55,28,37,47
"Gm22768",0,0,0,0,0,0
"Il6st",13570,14418,11288,7959,11055,13322
"Il31ra",0,2,3,2,1,2
"Ddx4",0,1,0,0,0,0
"Slc38a9",193,224,205,117,228,184
"Plpp1",1341,1292,1193,859,1238,1294
"Skiv2l2",2724,2753,3064,1753,2847,2807
"Gm26943",7,14,10,6,15,13
"Dhx29",1012,996,1063,820,1319,1279
"Ccno",85,79,90,30,59,48
"Mcidas",14,16,13,7,12,12
"Cdc20b",1,1,0,0,1,1
"Mir449c",0,0,0,0,0,0
"Mir449b",0,0,1,0,0,0
"Mir449a",0,0,2,0,0,0
"Gm10735",28,26,23,14,25,22
"Gpx8",1518,1563,1578,915,1615,1672
"Gzma",0,0,0,0,0,0
"Gm9848",0,0,0,0,0,0
"Gzmk",0,0,0,0,0,0
"Esm1",0,0,0,0,0,0
"BC067074",1,4,2,2,1,2
"Gm22385",0,0,0,0,0,0
"Snx18",1249,1328,1239,875,1436,1283
"Hspb3",0,0,0,0,0,0
"Arl15",239,250,246,200,334,321
"Gm37907",0,0,1,0,1,2
"Ndufs4",1122,1104,1079,573,976,973
"Fst",380,484,239,18,54,43
"Gm25950",0,0,0,0,0,0
"4930544M13Rik",0,0,0,0,0,0
"Mocs2",635,667,560,365,571,631
"Itga2",5,11,3,5,28,15
"Itga1",57,45,45,43,80,57
"Pelo",238,238,270,200,317,264
"Gm25985",0,0,0,0,0,0
"Rpl34-ps2",42,60,58,30,64,50
"Isl1",3,3,6,2,8,11
"Gm38193",0,0,0,0,0,0
"Gm23198",0,0,0,0,0,0
"Parp8",753,811,768,402,650,604
"Gm17509",158,174,89,150,125,171
"Emb",2372,2261,1374,1685,1568,2423
"Gm6421",5,4,2,4,4,4
"Hcn1",115,96,77,51,108,122
"4933413L06Rik",3,0,1,0,2,0
"Gm26349",0,0,0,0,0,0
"Mrps30",749,725,767,460,710,802
"B430218F22Rik",70,80,65,52,71,85
"1700003P14Rik",0,0,0,0,0,0
"Fgf10",970,900,770,494,813,861
"Gm16263",89,76,62,49,72,81
"Gm44488",0,0,0,0,0,2
"Nnt",3376,3426,2991,1795,3033,3031
"Paip1",2023,1935,1966,1195,2113,2082
"4833420G17Rik",660,740,692,433,641,713
"Gm9752",154,204,188,115,157,213
"3110070M22Rik",20,10,10,12,16,17
"Gm7120",36,42,36,28,61,47
"Gm21967",135,147,149,121,205,230
"Ccl28",17,25,27,18,24,31
"1700074H08Rik",2,1,1,1,1,3
"Hmgcs1",8687,8573,6266,5795,6751,8752
"Nim1k",163,126,114,91,104,122
"Zfp131",1584,1541,1679,1222,1943,1915
"Gm23308",0,0,0,0,0,0
"AF067063",0,0,0,0,0,0
"D13Ertd608e",0,0,0,0,0,0
"Gm21358",0,0,0,0,1,0
"Gm37619",0,0,0,0,0,0
"Tcstv1",0,0,0,1,0,0
"Gm21761",1,0,0,0,0,0
"Gm21181",0,0,0,0,0,0
"B020031M17Rik",0,0,0,0,0,0
"Gm20784",1,0,0,0,0,0
"Gm22108",0,0,0,0,0,0
"Gm21370",0,0,0,0,0,0
"Gm21188",0,0,0,0,0,0
"Gm24798",0,0,0,0,0,0
"Gm21378",2,0,0,0,0,0
"Gm20767",0,0,0,0,0,0
"Gm21818",0,0,0,0,0,0
"Gm21762",0,0,0,0,0,0
"Gm21731",0,0,0,0,0,0
"AF067061",1,0,0,0,0,0
"Gm20900",18,15,16,13,19,20
"BC147527",0,0,0,0,0,0
"Tcstv3",0,0,0,0,0,0
"Gm2888",0,0,0,0,0,0
"Gm2897",0,0,0,1,1,0
"Gm2904",0,0,0,0,0,0
"Gm17051",0,0,0,0,0,0
"Gm10340",0,0,0,0,0,0
"Gm17221",0,0,0,0,0,0
"Gm17188",0,0,0,0,0,0
"Gm5795",0,0,0,0,0,0
"Gm17222",0,0,0,0,0,0
"D830030K20Rik",0,0,0,0,0,0
"Gm4904",0,0,0,0,0,0
"1700110I01Rik",0,0,0,0,0,0
"Gm2956",0,0,0,0,0,0
"Gm17223",0,0,0,0,0,0
"Gm10413",0,0,0,0,0,0
"Gm10409",0,0,0,0,0,0
"Gm3005",0,0,0,0,0,0
"Gm26817",0,0,0,0,0,0
"Gm10408",0,0,0,0,0,0
"Gm8323",0,0,0,0,0,0
"Gm8324",0,0,0,0,0,0
"Gm11109",0,0,0,0,0,0
"Gm17107",0,0,0,0,0,0
"Gm3012",0,0,0,0,0,0
"Gm3020",0,0,0,0,0,0
"Gm2866",0,0,0,0,0,0
"Gm3043",0,0,0,0,0,0
"Gm2871",0,0,0,0,0,0
"Gm2877",0,0,0,0,0,0
"Gm21965",0,0,0,0,0,0
"Gm3002",0,0,0,0,0,0
"Gm26886",0,0,0,0,0,0
"Gm26570",0,0,0,0,0,0
"Gm3033",0,0,0,0,0,0
"Gm2907",0,0,0,0,0,0
"Gm2916",0,0,0,0,0,0
"Gm3029",0,0,0,0,0,0
"Gm3095",0,0,0,0,0,0
"Gm17129",0,0,0,0,0,0
"Gm3099",0,0,0,0,1,0
"Gm5796",0,1,1,0,0,0
"Gm11107",0,0,0,0,0,0
"Gm3115",0,0,0,0,0,0
"Gm8108",0,0,0,0,0,0
"Gm17152",0,0,0,0,0,0
"Gm3127",0,0,0,0,0,0
"Gm2974",0,0,0,0,0,0
"Gm11105",0,0,0,0,0,0
"Gm3138",0,0,0,0,0,0
"Gm17085",0,0,0,0,0,0
"Gm3149",0,0,0,0,0,0
"2610042L04Rik",1,3,6,2,12,7
"Gm17086",0,0,0,0,0,0
"Gm3159",0,0,0,0,0,0
"Gm3164",0,0,0,0,0,0
"Gm3173",1,1,0,1,1,0
"Gm17170",0,0,0,0,0,0
"Gm3182",0,0,0,0,0,0
"Gm17074",0,0,0,0,0,0
"Gm3030",0,0,0,0,0,0
"Gm26655",0,0,0,0,0,0
"Gm3047",0,0,0,0,0,0
"Gm8164",0,0,0,0,0,0
"Gm26898",0,0,0,0,0,0
"Gm8159",0,0,0,0,0,0
"Gm3239",0,0,0,0,0,0
"Gm17073",0,0,0,0,0,0
"Gm7876",0,0,0,0,0,0
"Gm3252",0,0,0,0,0,1
"Gm3084",0,0,0,0,0,0
"Gm9602",0,0,0,0,0,0
"Gm3091",0,0,0,0,0,0
"Gm3269",0,0,0,0,0,0
"Gm3264",0,0,0,0,0,0
"Gm26650",0,0,0,0,0,0
"Gm3278",0,0,0,0,0,0
"Gm8305",0,0,0,0,0,0
"Gm10410",0,0,0,0,0,0
"Gm8297",0,0,0,0,1,0
"Gm3298",0,0,0,0,0,0
"4930555G01Rik",0,0,0,0,1,0
"Gm8281",0,0,0,1,0,0
"Gm17069",0,0,0,0,0,0
"Gm8279",0,0,0,0,0,0
"Gm26552",0,0,0,0,0,0
"Gm3317",0,0,0,0,0,0
"Gm3140",0,0,0,0,0,0
"Gm8271",0,0,0,0,0,0
"Gm3326",0,0,0,0,0,0
"Gm3526",0,0,0,0,0,0
"Gm3339",0,0,0,0,0,0
"Gm3542",0,0,0,0,0,0
"Gm17126",0,0,0,0,0,0
"Gm3500",0,0,0,0,0,0
"Gm3348",0,0,0,0,0,0
"Gm3194",0,0,0,0,0,0
"Gm8246",0,0,0,0,0,0
"Gm3187",0,0,0,0,0,0
"Gm3488",0,0,0,0,0,0
"Gm26893",0,0,0,0,0,0
"Gm26746",0,0,0,0,0,0
"Gm3532",0,0,0,0,0,0
"Gm8266",0,0,0,0,0,0
"Gm26731",0,0,0,0,0,0
"Gm3383",0,0,1,1,0,4
"Gm3344",0,0,0,0,0,0
"Gm8265",0,0,0,0,0,0
"Gm9603",0,0,0,0,0,0
"Gm3373",0,0,0,0,0,0
"Gm3170",0,0,0,0,0,0
"Gm26557",0,0,0,0,0,0
"Gm3424",0,0,0,0,0,0
"Gm17158",0,0,0,0,0,0
"Gm8237",0,0,0,0,0,0
"Gm17046",0,0,1,0,1,2
"Gm3242",0,0,0,0,0,0
"Gm17047",0,0,0,0,0,0
"Gm3248",0,0,0,0,0,0
"Gm17048",0,0,1,0,0,0
"Gm3453",0,0,0,0,0,0
"Gm3261",0,0,0,0,0,0
"Gm8206",0,0,0,0,0,0
"Gm3468",0,0,0,1,0,0
"Gm17045",0,0,0,0,0,0
"Gm6337",0,0,0,0,0,0
"Gm3275",0,0,0,0,0,0
"Gm3476",0,0,0,0,0,0
"Gm26991",0,0,0,0,0,0
"Gm3208",0,0,0,0,0,0
"Gm21560",0,0,0,0,0,0
"Gm21772",0,0,0,0,0,0
"Gm3411",3,5,5,3,7,5
"Gm21103",0,1,0,0,1,0
"Gm3618",0,0,0,0,0,0
"Gm26630",0,0,0,0,0,0
"Gm8340",0,0,0,0,0,0
"Gm16440",0,0,0,0,0,0
"Gm3591",0,0,0,0,0,0
"Gm3594",0,0,0,0,0,0
"Gm8356",0,0,0,0,1,0
"Gm3629",0,0,0,0,1,0
"Gm3460",0,0,0,0,0,0
"Gm10251",0,0,0,0,0,0
"Gm26680",0,0,0,0,0,0
"Gm3466",0,0,0,0,0,0
"Gm8050",0,0,0,0,0,0
"Gm3636",0,1,1,0,0,0
"Gm8362",0,0,0,0,0,0
"Gm3642",0,0,0,0,0,0
"Gm3667",8,7,5,2,10,7
"Gm6356",45,46,60,44,116,70
"Gm10406",1,1,0,1,5,4
"Gm3685",0,0,0,0,0,0
"Gm3696",0,0,0,0,0,0
"Gm6676",0,0,0,0,0,0
"Gm3512",0,0,0,0,0,0
"Gm16434",0,0,0,0,0,0
"Gm3715",0,0,0,0,0,0
"Gm5456",0,0,0,0,1,0
"Gm3727",0,0,0,0,0,0
"Gm3739",26,27,27,24,47,51
"Gm5797",0,0,0,0,0,0
"Gm8374",0,0,0,0,0,0
"Gm10339",0,0,0,0,0,0
"4933406F09Rik",0,0,0,0,0,0
"Gm8379",0,0,0,0,0,0
"Gm3755",0,0,0,0,0,0
"Gm3752",0,0,0,0,0,0
"Gm3760",0,0,0,0,0,0
"Gm3558",0,0,1,0,0,1
"Gm17121",0,0,0,0,1,0
"Gm10338",0,0,0,0,0,0
"Gm10128",0,0,0,0,0,0
"Gm10044",0,0,0,0,0,0
"Gm16741",0,0,0,0,0,0
"Gm26661",0,0,0,0,0,0
"Gm8396",0,0,0,0,1,0
"Flnb",15134,14928,17378,9470,18938,14882
"RP23-413F14.3",2,1,5,2,4,3
"Dnase1l3",0,1,1,5,1,0
"Abhd6",55,46,50,45,62,49
"Rpp14",431,384,420,260,507,487
"Pxk",784,746,692,481,816,817
"Pdhb",1362,1378,1260,709,1205,1187
"Kctd6",130,129,146,87,158,151
"Acox2",2,2,1,3,3,1
"Fam107a",0,2,0,0,0,0
"Oit1",1,0,0,1,0,0
"4930452B06Rik",212,219,222,171,265,256
"4930455B14Rik",1,0,0,0,0,0
"Gm9800",184,162,213,129,245,227
"Fhit",0,0,0,0,0,0
"Hmgb3-ps",0,0,0,0,0,0
"Mnd1-ps",1,0,0,0,0,0
"Gm22053",0,0,0,0,0,0
"Fhitos",0,0,0,1,0,0
"Slc25a5-ps",0,0,0,0,0,0
"Rpl21-ps4",0,0,1,0,0,0
"Gm3839",0,4,4,2,4,5
"Mir5124b",0,0,0,0,0,0
"Gm25466",0,0,0,0,0,0
"Ptprg",807,790,890,642,1212,1152
"Gm3848",2,0,1,1,4,1
"3830406C13Rik",424,450,427,276,381,480
"Gm24578",0,0,0,0,0,0
"Fezf2",0,0,0,0,0,0
"Cadps",1,0,0,0,0,0
"n-R5s45",0,0,0,0,0,0
"Gm5457",1,0,4,1,1,1
"Gm5087",0,0,1,0,0,0
"Synpr",0,0,1,0,0,0
"Gm15913",0,0,0,0,0,0
"Sntn",0,0,0,0,0,0
"Rpl19-ps4",0,1,0,0,0,0
"Gm27506",0,1,0,0,0,0
"Gm281",0,0,0,0,0,0
"Gm25964",0,0,0,0,0,0
"Gm11100",341,359,344,181,365,353
"Thoc7",930,951,964,620,1017,1056
"Atxn7",640,695,667,394,625,714
"Psmd6",2456,2463,2496,1550,2722,2675
"Olfr720",0,0,0,0,0,0
"Olfr31",0,0,0,0,0,0
"Il3ra",26,24,26,19,38,23
"Olfr721-ps1",0,0,0,0,0,0
"Slc4a7",1172,1151,1206,995,1674,1652
"Nek10",9,5,3,4,8,4
"Lrrc3b",0,0,0,0,0,0
"B230110C06Rik",0,0,0,0,0,0
"Oxsm",175,227,197,105,168,160
"Ngly1",1124,1090,944,621,866,950
"Top2b",5166,5086,4883,3486,5678,5919
"Rarb",26,38,28,21,29,36
"Thrb",766,863,789,434,740,737
"Gm24140",6,4,5,2,4,3
"Gm27851",0,0,0,0,0,0
"Gm6773",0,0,0,0,0,0
"Gm44469",1,0,0,1,0,1
"Nr1d2",1054,1073,1111,675,1381,1181
"Rpl15",4161,4759,4337,2784,5303,4649
"Nkiras1",667,664,755,387,735,792
"Ube2e1",813,814,921,492,924,945
"Gm22350",0,0,0,0,0,0
"Gm6781",1,7,2,1,5,5
"Ube2e2",416,391,375,264,429,459
"Gm20678",3,6,7,1,4,1
"Gm20699",17,9,21,16,10,15
"Gm22499",2,0,2,2,1,1
"Gm15916",21,12,13,9,26,28
"Gm20677",0,2,2,1,2,3
"Gm8582",0,0,0,0,0,0
"Gm8584",1,3,2,0,2,2
"Gm9637",0,0,0,0,0,0
"Gm21738",3,7,5,12,16,5
"Gm7352",0,0,0,0,0,0
"Gm2244",0,0,0,1,0,0
"Gm2237",0,2,2,0,3,1
"Gm5458",0,0,1,0,0,0
"4930469B13Rik",0,0,0,0,0,0
"Gm17030",0,0,0,0,1,0
"Nid2",615,605,463,250,276,318
"2700060E02Rik",1654,1645,1776,1077,1679,1843
"Gng2",206,200,170,177,185,235
"Saysd1",122,125,85,84,114,125
"Kcnk5",0,0,0,0,0,0
"Gm24912",0,0,0,0,0,0
"Kcnk16",0,0,0,0,0,0
"Nudt13",273,310,287,162,251,259
"Ecd",1176,1268,1281,741,1387,1299
"Fam149b",427,482,377,300,517,591
"Dnajc9",1468,1524,1742,946,1601,1562
"Mrps16",710,699,696,452,671,725
"Cfap70",23,16,37,2,6,6
"7330404K18Rik",0,0,2,0,0,0
"Anxa7",3284,3392,3295,1885,3326,3133
"Mss51",77,65,80,69,98,99
"Ppp3cb",1960,1855,1883,1238,2037,2080
"1810062O18Rik",115,124,112,59,125,104
"Usp54",680,698,674,583,964,780
"2810402E24Rik",112,114,109,89,111,142
"Myoz1",2,4,1,1,0,0
"Synpo2l",8,11,5,6,6,7
"Sec24c",2652,2826,2690,1450,2546,2416
"6230400D17Rik",204,273,244,121,228,224
"Mir6946",2,3,7,2,1,3
"Fut11",293,281,265,157,271,277
"Gm25328",7,5,4,2,4,7
"Chchd1",652,630,680,375,751,669
"Zswim8",2675,3132,2836,1704,2779,2519
"Ndst2",578,608,534,331,569,549
"Camk2g",1763,1867,1682,1101,1800,1837
"Plau",739,781,730,305,492,476
"Vcl",7974,7949,8251,4875,7722,7432
"Ap3m1",3935,4027,4334,2353,3796,3878
"Adk",1617,1645,1551,922,1594,1654
"Gm26372",1,2,1,2,4,3
"Gm25864",1,0,1,0,1,2
"Kat6b",1572,1681,1522,691,955,1170
"Dupd1",1,1,0,0,2,2
"Dusp13",3,5,5,2,0,5
"Gm15935",0,0,0,0,0,0
"Samd8",788,828,790,469,902,862
"Gm23502",0,0,0,0,0,0
"Vdac2",4908,5219,5553,2813,5034,4915
"Comtd1",301,321,328,181,345,267
"A430057M04Rik",144,158,155,87,160,122
"Gm37590",0,0,0,0,0,0
"Zfp503",1552,1717,1378,875,1191,1324
"C130012C08Rik",35,49,42,18,29,32
"1700112E06Rik",19,22,25,6,16,22
"Gm27532",0,0,0,0,0,0
"Gm5670",0,0,0,0,0,0
"Gm10248",1,1,4,1,0,0
"Kcnma1",8,10,8,1,4,5
"A830039N20Rik",0,0,1,0,0,0
"Gm29626",0,0,0,0,0,0
"Gm6158",0,2,0,0,0,1
"Mir7210",0,0,0,0,0,1
"Dlg5",3651,3830,4042,2362,3875,3413
"Gm17105",27,25,27,7,23,27
"E330034G19Rik",2,1,1,0,1,2
"Polr3a",925,987,1090,673,1179,1037
"Rps24",19063,19481,20523,13910,22094,21478
"4930542C16Rik",0,0,0,0,0,0
"4931403M11Rik",0,0,0,0,0,0
"4930428N03Rik",0,0,0,0,0,0
"Gm10398",0,0,2,0,0,0
"Gm26660",12,12,9,10,6,14
"Zmiz1os1",69,69,57,77,94,75
"Zmiz1",2925,3047,2932,2390,3608,3216
"Mir3075",5,6,0,5,5,6
"Gm26772",74,79,72,85,77,102
"Ppif",393,409,417,257,500,437
"1700054O19Rik",5,2,6,7,9,11
"Zcchc24",3048,3312,2822,1879,2707,2859
"Gm27185",0,0,0,0,1,0
"Gm23701",0,0,0,0,0,0
"Anxa11",304,369,282,216,369,336
"Anxa11os",67,82,61,40,83,76
"Plac9a",0,0,0,0,0,0
"Tmem254a",0,0,0,0,0,0
"Cphx1",0,0,0,0,0,0
"Gm19013",0,0,0,0,0,0
"Duxbl1",0,0,0,0,0,0
"Gm2260",0,0,0,0,0,0
"Gm9780",0,0,0,0,0,0
"Tmem254c",0,0,0,0,0,0
"Gm19014",0,0,0,0,0,0
"Cphx2",0,0,0,0,0,0
"Cphx3",0,0,0,0,0,0
"Duxbl2",0,0,0,0,0,0
"Gm2274",0,0,0,0,0,0
"Plac9b",0,0,0,0,0,0
"Tmem254b",0,0,0,0,0,0
"Gm19015",0,0,0,0,0,0
"Duxbl3",0,0,0,0,0,0
"4933413J09Rik",13,10,13,9,17,11
"Crb1-ps",0,0,0,0,0,0
"Slmapos2",2,4,8,2,7,6
"Slmap",2471,2421,2472,1583,2643,2647
"Gm24031",5,4,2,1,3,6
"Gm2178",2,5,4,4,7,5
"Gm18215",0,0,0,0,0,0
"Gm7565",1,0,0,0,0,1
"Dennd6a",629,633,598,345,570,669
"Arf4os",50,52,46,25,40,55
"Arf4",3781,3969,3821,2229,3807,3807
"Pde12",634,632,711,482,806,734
"Mir7672",8,6,4,4,10,6
"9930004E17Rik",2,4,2,0,2,6
"Dnah12",2,0,0,0,0,2
"Asb14",19,10,13,10,14,8
"Appl1",1745,1643,1669,1208,1993,2030
"Hesx1",0,0,0,0,0,0
"Il17rd",226,219,172,183,214,266
"Arhgef3",117,126,107,57,109,104
"Gm23633",0,0,0,0,0,0
"Fam208a",1460,1305,1359,919,1496,1623
"Ccdc66",509,517,512,312,580,624
"Gm22485",1,2,3,1,9,3
"Gm25697",0,0,0,1,0,0
"Erc2",285,295,330,193,328,377
"RP23-187B20.1",6,1,6,0,9,3
"Wnt5a",698,721,697,576,871,856
"Gm2670",31,35,25,29,35,52
"Cacna2d3",0,2,0,0,0,0
"Gm23999",0,0,0,0,0,0
"Lrtm1",0,0,0,0,0,0
"Gm6043",41,31,27,16,38,47
"Selk",1196,1076,1000,639,1035,1104
"Actr8",717,717,730,497,775,742
"Mir6947",2,5,1,0,2,1
"Il17rb",22,21,12,17,19,23
"Chdh",1,2,2,1,1,2
"Cacna1d",2,2,6,1,10,6
"Dcp1a",1018,1043,1028,631,1176,1082
"Tkt",4894,5451,4848,3586,6047,5337
"Mir3076",133,149,102,88,139,137
"Prkcd",1044,1154,1163,519,937,740
"Rft1",316,343,323,160,309,307
"Sfmbt1",126,152,151,66,117,132
"1700087M22Rik",11,2,1,3,11,6
"Gm15667",2,2,0,1,1,1
"Tmem110",372,396,388,229,429,368
"Mustn1",115,164,158,85,106,120
"Itih4",19,18,19,2,11,20
"Itih3",0,2,1,0,1,1
"Itih1",0,7,1,0,0,0
"Nek4",459,507,505,299,514,459
"Spcs1",1484,1478,1474,857,1421,1621
"Glt8d1",658,656,578,340,526,630
"Gnl3",2003,2005,2513,1418,2857,2508
"Snord69",32,30,48,35,61,45
"Gm24916",4,6,9,7,10,4
"Snord19",12,27,31,22,34,27
"Pbrm1",5198,5167,5436,3716,6131,5996
"Gm5459",6,6,2,3,3,3
"Smim4",175,145,149,77,137,121
"Nt5dc2",1185,1331,1284,856,1749,1396
"Stab1",109,143,129,49,157,124
"Nisch",6819,6998,6755,4477,7538,6999
"Tnnc1",35,47,41,20,25,30
"Sema3g",5,3,4,0,0,1
"Phf7",125,105,109,68,145,114
"Bap1",1305,1493,1393,833,1458,1240
"Dnah1",17,16,15,10,17,15
"Capn7",1775,1887,1868,1063,1642,1793
"Sh3bp5",685,621,627,293,463,508
"Mettl6",635,604,686,432,674,696
"Eaf1",1445,1477,1769,964,2047,1648
"Colq",3,2,0,1,0,0
"Gm24057",0,0,0,0,0,0
"Hacl1",253,282,207,106,166,173
"Btd",709,725,639,367,505,541
"Ankrd28",4178,4233,4402,1939,3696,3405
"Gm22876",0,0,0,0,1,0
"D830044D21Rik",1,1,0,0,0,0
"Gm26045",0,0,0,0,0,0
"Galnt15",42,53,40,25,36,48
"Dph3",651,670,660,427,727,654
"Oxnad1",365,375,433,209,375,354
"Msmb",1,0,1,0,0,1
"Ncoa4",655,700,702,351,587,596
"Timm23",440,447,491,296,465,478
"Gm23946",20,18,20,6,16,9
"Parg",1314,1355,1373,839,1446,1438
"Gm7707",4,7,4,5,7,6
"Gm17210",7,5,12,7,7,16
"Ogdhl",1304,1461,1237,769,1321,1248
"1700024G13Rik",0,0,0,0,0,0
"Chat",0,0,0,0,0,0
"Slc18a3",0,0,0,0,0,0
"Gm2990",0,0,0,0,0,0
"Ercc6",715,701,748,480,796,754
"Prrxl1",2,0,0,0,0,0
"3425401B19Rik",1,1,2,0,0,0
"Gm28651",0,0,0,0,0,0
"1810011H11Rik",0,0,0,0,0,0
"Fam170b",0,0,0,0,0,0
"Vstm4",0,0,0,0,0,0
"Gm7734",0,0,0,0,0,0
"Wdfy4",37,52,31,22,25,21
"Lrrc18",0,0,0,0,0,1
"Gm25498",0,0,0,0,0,0
"Arhgap22",986,1069,1191,828,1385,1104
"Gm15512",554,605,643,470,779,637
"Mapk8",742,748,768,491,936,919
"Gm626",1,1,0,0,0,0
"Ptpn20",0,0,0,0,0,0
"Gm26228",0,0,0,0,0,0
"Gdf10",0,0,0,0,0,0
"Gdf2",0,0,0,0,0,0
"Rbp3",0,0,0,0,0,0
"Zfp488",0,0,0,0,0,0
"Gm5460",0,0,0,0,0,0
"A630023A22Rik",3,0,1,1,2,2
"Antxrl",0,1,2,2,2,0
"Anxa8",90,92,108,46,100,89
"Gm24998",0,0,0,0,0,0
"Npy4r",26,34,30,13,18,22
"Rpl23a-ps3",4,3,5,4,3,5
"Gprin2",0,0,0,1,0,0
"Syt15",6,7,2,5,5,9
"Fam35a",270,275,286,138,254,286
"Glud1",5237,5526,5547,3190,5152,5385
"Fam25c",0,1,1,1,0,0
"Sncg",25,28,27,3,15,13
"Mmrn2",34,42,51,14,41,32
"Bmpr1a",4459,4717,4471,2352,3775,3919
"Gm17110",16,22,17,12,15,14
"9230112D13Rik",0,0,0,0,0,0
"Ldb3",15,30,28,6,24,23
"Opn4",0,0,0,0,0,0
"Wapl",3738,3675,4004,2337,3808,3850
"A930038B10Rik",14,3,7,2,7,10
"Grid1",0,0,0,0,0,0
"Mir346",0,0,0,0,0,0
"Gm27617",0,0,0,0,0,0
"4930596D02Rik",0,0,0,0,0,0
"Gm7853",0,0,0,0,0,0
"4930474N05Rik",0,0,0,0,0,0
"Gm24394",0,0,0,0,0,0
"Gm25204",0,0,0,0,0,0
"n-R5s46",0,0,0,0,0,0
"Ccser2",2305,2273,2245,1652,2609,2655
"Rgr",0,0,0,0,0,0
"Lrit1",0,0,0,1,0,0
"Lrit2",0,0,0,0,0,0
"Cdhr1",0,0,1,0,0,0
"2610528A11Rik",1,0,5,1,3,0
"Ghitm",4332,4327,4199,2255,3793,3811
"Gm22469",0,0,0,0,0,0
"Gm23909",0,0,0,0,0,0
"Nrg3",0,0,0,0,0,0
"Gm20641",0,0,0,0,0,0
"Nrg3os",0,0,0,0,0,0
"Gm27332",0,0,0,0,0,0
"Gm20642",0,0,0,0,0,0
"1700109I08Rik",0,0,0,0,0,0
"Eif1-ps1",0,0,0,0,0,0
"Gm25012",0,0,0,0,0,0
"Gm22191",0,0,0,0,0,0
"Gm22726",0,0,0,0,0,0
"Gm24388",0,0,0,0,0,0
"Gm5205",0,0,0,0,0,0
"Sh2d4b",0,7,4,4,6,1
"Tspan14",500,541,466,301,514,451
"Fam213a",353,364,395,282,363,410
"Dydc2",0,3,1,1,0,0
"Dydc1",0,0,0,0,0,0
"Mat1a",1,3,0,0,2,3
"Sftpa1",0,0,0,0,0,0
"Mbl1",0,0,0,0,0,0
"Sftpd",0,0,0,0,0,0
"Gm7925",0,0,0,0,0,0
"Gm22823",0,0,0,0,0,0
"Gm2832",7,3,2,4,2,6
"Gm9671",0,0,0,0,0,0
"Gm5798",0,0,0,0,0,0
"Gm2855",0,0,0,0,0,0
"Gm7945",0,0,0,0,0,1
"Gm6482",0,0,0,0,0,0
"Gm7953",0,0,0,0,0,0
"Gm7954",0,0,0,0,0,0
"Gm2878",0,0,0,0,0,0
"Gm3486",0,0,0,0,0,0
"Gm6490",1,0,0,0,0,0
